province,cityname,record_date,high,low,weather,wd,ws
上海,上海,16/8/2022,39,26,阴,西南风,1
上海,上海,17/8/2022,35,28,阴,东风,1
上海,上海,18/8/2022,36,29,阴,东南风,1
上海,上海,19/8/2022,40,30,多云,南风,1
上海,上海,20/8/2022,38,28,阴,东北风,1
上海,上海,21/8/2022,32,28,多云,东南风,1
上海,上海,22/8/2022,39,30,多云,南风,1
上海,上海,23/8/2022,39,28,大雨,东风,3
上海,上海,24/8/2022,30,28,阴,东风,1
上海,上海,25/8/2022,34,26,多云,东风,2
上海,上海,26/8/2022,29,25,多云,东风,1
上海,上海,27/8/2022,27,24,小雨,东北风,1
上海,上海,28/8/2022,29,25,多云,东南风,1
上海,上海,29/8/2022,33,27,阴,东南风,1
上海,上海,30/8/2022,33,25,阴,北风,3
上海,上海,31/8/2022,26,23,小雨,北风,2
上海,上海,1/7/2022,32,25,晴,东南风,2
上海,上海,2/7/2022,32,24,多云,东南风,2
上海,上海,3/7/2022,31,25,多云,东风,1
上海,上海,4/7/2022,33,26,多云,东南风,2
上海,上海,5/7/2022,31,24,小雨到中雨,东风,2
上海,上海,6/7/2022,37,28,多云,南风,2
上海,上海,7/7/2022,36,29,多云,南风,1
上海,上海,8/7/2022,37,28,多云,东风,2
上海,上海,9/7/2022,37,28,多云,南风,1
上海,上海,10/7/2022,30,23,多云,东风,4
上海,上海,11/7/2022,35,27,多云,东南风,2
上海,上海,12/7/2022,28,21,阴,北风,3
上海,上海,13/7/2022,39,29,多云,西南风,1
上海,上海,14/7/2022,40,29,多云,南风,1
上海,上海,15/7/2022,38,27,多云,东北风,1
上海,上海,16/7/2022,34,25,多云,东风,1
上海,上海,17/7/2022,37,26,多云,西南风,1
上海,上海,18/7/2022,34,27,多云,北风,3
上海,上海,19/7/2022,33,27,多云,东南风,1
上海,上海,20/7/2022,36,28,多云,西北风,2
上海,上海,21/7/2022,34,26,多云,东南风,1
上海,上海,22/7/2022,34,28,阴,东南风,2
上海,上海,23/7/2022,38,26,小雨,北风,2
上海,上海,24/7/2022,33,26,多云,东南风,1
上海,上海,25/7/2022,34,27,小雨到中雨,东南风,2
上海,上海,26/7/2022,36,26,多云,东南风,1
上海,上海,27/7/2022,36,28,多云,东南风,1
上海,上海,28/7/2022,36,27,晴,东南风,2
上海,上海,29/7/2022,34,27,多云,东风,2
上海,上海,30/7/2022,31,26,多云,北风,1
上海,上海,31/7/2022,35,26,多云,西北风,1
上海,上海,1/6/2022,34,20,晴,北风,3
上海,上海,2/6/2022,29,21,晴,东南风,2
上海,上海,3/6/2022,27,21,多云,东南风,2
上海,上海,4/6/2022,28,22,小雨到中雨,南风,3
上海,上海,5/6/2022,25,20,多云,北风,1
上海,上海,6/6/2022,30,21,多云,南风,1
上海,上海,7/6/2022,27,16,晴,北风,3
上海,上海,8/6/2022,28,20,多云,东南风,1
上海,上海,9/6/2022,29,22,多云,东南风,1
上海,上海,10/6/2022,26,21,小雨,东风,1
上海,上海,11/6/2022,27,20,多云,东风,1
上海,上海,12/6/2022,23,20,小雨,东南风,2
上海,上海,13/6/2022,23,19,多云,东北风,2
上海,上海,14/6/2022,29,22,晴,东南风,1
上海,上海,15/6/2022,33,24,多云,东南风,1
上海,上海,16/6/2022,34,21,多云,东南风,2
上海,上海,17/6/2022,34,22,多云,东南风,2
上海,上海,18/6/2022,32,24,多云,东南风,1
上海,上海,19/6/2022,31,25,多云,南风,3
上海,上海,20/6/2022,30,23,晴,东风,3
上海,上海,21/6/2022,32,25,多云,东南风,3
上海,上海,22/6/2022,34,26,晴,南风,3
上海,上海,23/6/2022,35,27,多云,西南风,2
上海,上海,24/6/2022,29,25,多云,南风,3
上海,上海,25/6/2022,39,27,多云,南风,2
上海,上海,26/6/2022,35,27,阴,南风,3
上海,上海,27/6/2022,35,27,多云,南风,2
上海,上海,28/6/2022,35,25,多云,南风,2
上海,上海,29/6/2022,35,26,多云,南风,2
上海,上海,30/6/2022,33,26,阴到中雨,南风,1
上海,上海,1/5/2022,20,13,多云,东南风,1
上海,上海,2/5/2022,27,13,晴,西风,3
上海,上海,3/5/2022,27,16,多云,东南风,1
上海,上海,4/5/2022,27,15,晴,东南风,1
